Lane 1 Flow (Veh/5 Minutes),Time,Clearance Time in Seconds,Safe
110,16:00,265,0
109,16:05,585,0
91,16:10,425,1
98,16:15,307,1
94,16:20,376,1
97,16:25,216,1
99,16:30,294,1
98,16:35,532,1
87,16:40,475,1
93,16:45,401,1
82,16:50,343,1
87,16:55,470,1
101,17:00,544,0
83,17:05,425,1
94,17:10,420,1
104,17:15,396,0
86,17:20,244,1
86,17:25,231,1
82,17:30,440,1
87,17:35,180,1
103,17:40,496,0
83,17:45,383,1
83,17:50,252,1
87,17:55,260,1
63,18:00,291,1
84,18:05,483,1
73,18:10,502,1
77,18:15,420,1
83,18:20,303,1
87,18:25,227,1
78,18:30,471,1
81,18:35,410,1
73,18:40,340,1
84,18:45,498,1
92,18:50,396,1
89,18:55,348,1
95,19:00,343,1
119,19:05,331,0
101,19:10,510,0
94,19:15,404,1
88,19:20,519,1
95,19:25,316,1
93,19:30,446,1
82,19:35,469,1
77,19:40,302,1
86,19:45,496,1
74,19:50,421,1
72,19:55,300,1
72,20:00,314,1
74,20:05,528,1
67,20:10,406,1
67,20:15,502,1
59,20:20,255,1
63,20:25,258,1
63,20:30,467,1
57,20:35,290,1
51,20:40,466,1
52,20:45,392,1
54,20:50,333,1
49,20:55,271,1
46,21:00,181,1
56,21:05,215,1
60,21:10,301,1
50,21:15,271,1
49,21:20,219,1
43,21:25,196,1
48,21:30,130,1
53,21:35,533,1
52,21:40,459,1
41,21:45,218,1
45,21:50,176,1
47,21:55,210,1
35,22:00,202,1
37,22:05,136,1
38,22:10,246,1
46,22:15,171,1
59,22:20,331,1
44,22:25,233,1
36,22:30,172,1
40,22:35,199,1
28,22:40,136,1
38,22:45,214,1
23,22:50,258,1
29,22:55,203,1
20,23:00,208,1
31,23:05,178,1
23,23:10,200,1
27,23:15,214,1
28,23:20,198,1
22,23:25,112,1
25,23:30,239,1
21,23:35,180,1
33,23:40,196,1
31,23:45,205,1
18,23:50,265,1
19,23:55,155,1
13,0:00,104,1
20,0:05,212,1
7,0:10,196,1
8,0:15,175,1
6,0:20,184,1
5,0:25,186,1
5,0:30,171,1
10,0:35,229,1
12,0:40,253,1
9,0:45,259,1
11,0:50,261,1
7,0:55,278,1
8,1:00,176,1
5,1:05,169,1
5,1:10,202,1
7,1:15,227,1
8,1:20,172,1
4,1:25,265,1
0,1:30,248,1
7,1:35,270,1
8,1:40,187,1
8,1:45,217,1
8,1:50,190,1
5,1:55,185,1
3,2:00,161,1
5,2:05,237,1
1,2:10,168,1
7,2:15,157,1
1,2:20,218,1
2,2:25,152,1
4,2:30,185,1
4,2:35,257,1
4,2:40,259,1
5,2:45,232,1
7,2:50,204,1
3,2:55,159,1
2,3:00,190,1
4,3:05,181,1
4,3:10,124,1
4,3:15,188,1
6,3:20,158,1
5,3:25,211,1
7,3:30,195,1
14,3:35,174,1
6,3:40,228,1
8,3:45,265,1
8,3:50,238,1
7,3:55,213,1
6,4:00,251,1
9,4:05,201,1
10,4:10,265,1
11,4:15,266,1
12,4:20,222,1
15,4:25,123,1
22,4:30,231,1
22,4:35,259,1
23,4:40,212,1
23,4:45,264,1
37,4:50,202,1
40,4:55,155,1
32,5:00,201,1
54,5:05,271,1
46,5:10,214,1
54,5:15,454,1
51,5:20,404,1
55,5:25,332,1
59,5:30,390,1
77,5:35,306,1
97,5:40,310,1
74,5:45,495,1
70,5:50,481,1
99,5:55,238,1
101,6:00,654,0
90,6:05,420,1
109,6:10,668,0
106,6:15,752,0
136,6:20,1284,0
134,6:25,879,0
147,6:30,1064,0
142,6:35,989,0
169,6:40,888,0
134,6:45,358,0
168,6:50,443,0
145,6:55,1133,0
140,7:00,531,0
160,7:05,511,0
159,7:10,889,0
135,7:15,728,0
123,7:20,700,0
116,7:25,787,0
113,7:30,652,0
99,7:35,373,1
99,7:40,400,1
90,7:45,246,1
101,7:50,446,0
94,7:55,270,1
87,8:00,391,1
93,8:05,329,1
102,8:10,480,0
83,8:15,283,1
83,8:20,228,1
94,8:25,357,1
96,8:30,547,1
95,8:35,309,1
95,8:40,363,1
100,8:45,660,1
95,8:50,300,1
88,8:55,387,1
83,9:00,266,1
92,9:05,531,1
102,9:10,677,0
98,9:15,480,1
109,9:20,786,0
120,9:25,381,0
134,9:30,443,0
116,9:35,775,0
105,9:40,883,0
123,9:45,406,0
96,9:50,499,1
115,9:55,758,0
105,10:00,231,0
110,10:05,409,0
98,10:10,483,1
108,10:15,794,0
118,10:20,417,0
108,10:25,571,0
105,10:30,476,0
105,10:35,529,0
106,10:40,481,0
109,10:45,408,0
111,10:50,479,0
91,10:55,367,1
89,11:00,358,1
99,11:05,464,1
102,11:10,634,0
104,11:15,578,0
114,11:20,379,0
113,11:25,286,0
125,11:30,871,0
121,11:35,426,0
98,11:40,521,1
96,11:45,507,1
117,11:50,629,0
97,11:55,480,1
95,12:00,493,1
113,12:05,763,0
105,12:10,309,0
96,12:15,298,1
97,12:20,494,1
95,12:25,414,1
90,12:30,246,1
93,12:35,415,1
103,12:40,689,0
111,12:45,560,0
111,12:50,821,0
91,12:55,346,1
107,13:00,475,0
90,13:05,421,1
117,13:10,715,0
102,13:15,788,0
100,13:20,439,1
116,13:25,806,0
94,13:30,231,1
89,13:35,470,1
100,13:40,478,1
100,13:45,307,1
93,13:50,475,1
88,13:55,340,1
105,14:00,363,0
119,14:05,809,0
110,14:10,594,0
95,14:15,310,1
107,14:20,264,0
122,14:25,633,0
114,14:30,284,0
97,14:35,367,1
116,14:40,193,0
113,14:45,345,0
101,14:50,552,0
96,14:55,250,1
105,15:00,611,0
104,15:05,730,0
84,15:10,440,1
99,15:15,452,1
100,15:20,602,1
104,15:25,572,0
98,15:30,403,1
99,15:35,431,1
109,15:40,622,0
115,15:45,559,0
101,15:50,356,0
106,15:55,378,0
109,16:00,666,0
92,16:05,243,1
107,16:10,619,0
109,16:15,376,0
103,16:20,406,0
117,16:25,366,0
75,16:30,226,1
102,16:35,850,0
93,16:40,302,1
93,16:45,527,1
96,16:50,465,1
87,16:55,262,1
93,17:00,401,1
87,17:05,543,1
95,17:10,298,1
94,17:15,429,1
105,17:20,827,0
95,17:25,234,1
94,17:30,355,1
85,17:35,432,1
91,17:40,262,1
88,17:45,429,1
82,17:50,365,1
83,17:55,429,1
75,18:00,523,1
70,18:05,293,1
70,18:10,331,1
83,18:15,351,1
86,18:20,317,1
102,18:25,456,0
101,18:30,627,0
89,18:35,495,1
94,18:40,371,1
81,18:45,316,1
98,18:50,552,1
91,18:55,348,1
91,19:00,367,1
100,19:05,339,1
90,19:10,518,1
84,19:15,249,1
114,19:20,845,0
93,19:25,286,1
73,19:30,297,1
73,19:35,386,1
77,19:40,421,1
81,19:45,404,1
81,19:50,466,1
79,19:55,199,1
70,20:00,314,1
78,20:05,322,1
70,20:10,451,1
63,20:15,357,1
49,20:20,282,1
70,20:25,454,1
47,20:30,162,1
54,20:35,241,1
59,20:40,357,1
60,20:45,399,1
52,20:50,369,1
48,20:55,197,1
63,21:00,409,1
46,21:05,162,1
35,21:10,218,1
48,21:15,226,1
51,21:20,336,1
61,21:25,380,1
44,21:30,206,1
50,21:35,277,1
54,21:40,321,1
40,21:45,178,1
37,21:50,176,1
44,21:55,190,1
39,22:00,200,1
40,22:05,248,1
42,22:10,233,1
39,22:15,268,1
45,22:20,123,1
40,22:25,226,1
44,22:30,141,1
33,22:35,132,1
35,22:40,214,1
39,22:45,261,1
34,22:50,150,1
33,22:55,172,1
22,23:00,204,1
27,23:05,149,1
31,23:10,187,1
25,23:15,170,1
24,23:20,116,1
20,23:25,176,1
23,23:30,229,1
25,23:35,176,1
34,23:40,165,1
25,23:45,247,1
30,23:50,274,1
9,23:55,233,1
10,0:00,288,1
14,0:05,182,1
11,0:10,174,1
9,0:15,270,1
13,0:20,156,1
11,0:25,279,1
11,0:30,134,1
8,0:35,222,1
3,0:40,266,1
11,0:45,119,1
8,0:50,160,1
7,0:55,210,1
8,1:00,209,1
6,1:05,255,1
5,1:10,287,1
2,1:15,142,1
10,1:20,180,1
4,1:25,167,1
9,1:30,235,1
4,1:35,164,1
6,1:40,200,1
6,1:45,179,1
6,1:50,244,1
6,1:55,195,1
3,2:00,188,1
5,2:05,237,1
5,2:10,172,1
7,2:15,215,1
2,2:20,253,1
4,2:25,172,1
8,2:30,173,1
2,2:35,213,1
3,2:40,226,1
4,2:45,205,1
4,2:50,139,1
3,2:55,189,1
2,3:00,276,1
2,3:05,211,1
4,3:10,205,1
4,3:15,250,1
7,3:20,162,1
5,3:25,194,1
4,3:30,224,1
8,3:35,219,1
4,3:40,155,1
8,3:45,137,1
2,3:50,180,1
8,3:55,184,1
8,4:00,231,1
10,4:05,165,1
11,4:10,194,1
16,4:15,199,1
15,4:20,243,1
12,4:25,108,1
15,4:30,141,1
25,4:35,171,1
27,4:40,226,1
34,4:45,152,1
20,4:50,149,1
34,4:55,176,1
41,5:00,185,1
40,5:05,195,1
50,5:10,299,1
40,5:15,261,1
61,5:20,397,1
58,5:25,290,1
65,5:30,287,1
64,5:35,252,1
86,5:40,501,1
90,5:45,332,1
77,5:50,382,1
98,5:55,389,1
89,6:00,445,1
102,6:05,435,0
101,6:10,581,0
122,6:15,739,0
120,6:20,330,0
136,6:25,512,0
127,6:30,758,0
152,6:35,1321,0
163,6:40,1188,0
169,6:45,626,0
163,6:50,821,0
139,6:55,509,0
166,7:00,885,0
137,7:05,927,0
132,7:10,422,0
142,7:15,772,0
116,7:20,699,0
110,7:25,542,0
111,7:30,536,0
86,7:35,382,1
93,7:40,217,1
75,7:45,336,1
78,7:50,276,1
94,7:55,501,1
100,8:00,388,1
91,8:05,257,1
90,8:10,428,1
79,8:15,409,1
90,8:20,308,1
77,8:25,479,1
106,8:30,497,0
91,8:35,416,1
100,8:40,305,1
101,8:45,449,0
79,8:50,418,1
92,8:55,316,1
90,9:00,506,1
98,9:05,315,1
86,9:10,410,1
92,9:15,473,1
102,9:20,909,0
99,9:25,378,1
116,9:30,787,0
109,9:35,760,0
113,9:40,723,0
109,9:45,572,0
123,9:50,458,0
95,9:55,370,1
117,10:00,447,0
112,10:05,683,0
100,10:10,354,1
108,10:15,765,0
102,10:20,823,0
107,10:25,803,0
85,10:30,286,1
111,10:35,774,0
97,10:40,257,1
101,10:45,788,0
118,10:50,626,0
101,10:55,342,0
116,11:00,463,0
104,11:05,554,0
92,11:10,273,1
98,11:15,388,1
111,11:20,369,0
111,11:25,659,0
93,11:30,359,1
118,11:35,475,0
117,11:40,527,0
121,11:45,571,0
104,11:50,534,0
93,11:55,346,1
104,12:00,749,0
99,12:05,308,1
113,12:10,387,0
105,12:15,663,0
108,12:20,440,0
89,12:25,538,1
101,12:30,788,0
91,12:35,499,1
96,12:40,448,1
100,12:45,845,1
109,12:50,506,0
96,12:55,343,1
89,13:00,336,1
70,13:05,366,1
104,13:10,302,0
110,13:15,390,0
90,13:20,519,1
107,13:25,523,0
119,13:30,288,0
102,13:35,720,0
104,13:40,696,0
104,13:45,634,0
91,13:50,299,1
119,13:55,570,0
107,14:00,411,0
108,14:05,568,0
98,14:10,400,1
120,14:15,344,0
113,14:20,255,0
107,14:25,645,0
107,14:30,851,0
125,14:35,595,0
109,14:40,458,0
122,14:45,876,0
89,14:50,505,1
108,14:55,490,0
103,15:00,538,0
103,15:05,784,0
115,15:10,659,0
108,15:15,778,0
99,15:20,302,1
107,15:25,393,0
103,15:30,596,0
86,15:35,372,1
96,15:40,392,1
112,15:45,635,0
108,15:50,776,0
93,15:55,513,1
106,16:00,466,0
100,16:05,781,1
91,16:10,398,1
102,16:15,521,0
93,16:20,279,1
90,16:25,548,1
83,16:30,422,1
87,16:35,236,1
99,16:40,463,1
105,16:45,311,0
85,16:50,441,1
90,16:55,532,1
97,17:00,347,1
93,17:05,497,1
92,17:10,350,1
99,17:15,406,1
96,17:20,496,1
82,17:25,358,1
95,17:30,409,1
93,17:35,393,1
85,17:40,356,1
88,17:45,264,1
96,17:50,507,1
75,17:55,278,1
86,18:00,506,1
77,18:05,341,1
67,18:10,327,1
85,18:15,546,1
111,18:20,639,0
91,18:25,308,1
97,18:30,389,1
91,18:35,379,1
96,18:40,329,1
82,18:45,276,1
100,18:50,821,1
82,18:55,447,1
76,19:00,475,1
72,19:05,386,1
83,19:10,420,1
90,19:15,408,1
95,19:20,500,1
96,19:25,197,1
92,19:30,444,1
100,19:35,480,1
73,19:40,417,1
82,19:45,430,1
79,19:50,334,1
79,19:55,353,1
79,20:00,436,1
87,20:05,341,1
80,20:10,331,1
79,20:15,536,1
76,20:20,448,1
65,20:25,321,1
84,20:30,414,1
60,20:35,406,1
63,20:40,424,1
49,20:45,164,1
63,20:50,194,1
51,20:55,412,1
44,21:00,258,1
50,21:05,448,1
64,21:10,220,1
64,21:15,207,1
67,21:20,334,1
53,21:25,432,1
52,21:30,491,1
53,21:35,473,1
54,21:40,239,1
46,21:45,134,1
51,21:50,386,1
41,21:55,182,1
36,22:00,116,1
48,22:05,201,1
35,22:10,170,1
46,22:15,202,1
32,22:20,205,1
34,22:25,208,1
35,22:30,225,1
33,22:35,201,1
39,22:40,259,1
31,22:45,156,1
24,22:50,139,1
29,22:55,241,1
29,23:00,209,1
22,23:05,216,1
29,23:10,225,1
29,23:15,147,1
17,23:20,189,1
16,23:25,180,1
28,23:30,156,1
24,23:35,176,1
27,23:40,201,1
24,23:45,203,1
27,23:50,158,1
22,23:55,182,1
15,0:00,200,1
7,0:05,175,1
11,0:10,180,1
7,0:15,183,1
9,0:20,179,1
4,0:25,188,1
7,0:30,219,1
13,0:35,188,1
10,0:40,164,1
13,0:45,202,1
8,0:50,182,1
5,0:55,169,1
2,1:00,196,1
2,1:05,222,1
6,1:10,267,1
7,1:15,203,1
10,1:20,264,1
7,1:25,196,1
8,1:30,262,1
3,1:35,138,1
4,1:40,151,1
6,1:45,272,1
5,1:50,191,1
5,1:55,211,1
5,2:00,222,1
2,2:05,189,1
3,2:10,132,1
6,2:15,176,1
9,2:20,266,1
2,2:25,211,1
1,2:30,198,1
3,2:35,159,1
3,2:40,169,1
6,2:45,220,1
6,2:50,195,1
5,2:55,220,1
6,3:00,214,1
4,3:05,149,1
4,3:10,220,1
8,3:15,249,1
7,3:20,186,1
7,3:25,223,1
7,3:30,160,1
8,3:35,249,1
3,3:40,218,1
8,3:45,248,1
5,3:50,213,1
14,3:55,246,1
20,4:00,124,1
13,4:05,184,1
19,4:10,238,1
11,4:15,188,1
16,4:20,201,1
19,4:25,240,1
22,4:30,196,1
26,4:35,141,1
45,4:40,259,1
48,4:45,268,1
51,4:50,432,1
52,4:55,325,1
56,5:00,316,1
72,5:05,434,1
78,5:10,331,1
55,5:15,339,1
65,5:20,482,1
72,5:25,417,1
78,5:30,226,1
108,5:35,441,0
105,5:40,334,0
103,5:45,763,0
106,5:50,802,0
91,5:55,466,1
90,6:00,424,1
112,6:05,938,0
141,6:10,1143,0
138,6:15,1012,0
126,6:20,648,0
146,6:25,1135,0
151,6:30,759,0
156,6:35,916,0
176,6:40,886,0
174,6:45,900,0
173,6:50,647,0
167,6:55,785,0
142,7:00,537,0
104,7:05,687,0
133,7:10,502,0
118,7:15,858,0
85,7:20,408,1
82,7:25,266,1
85,7:30,282,1
82,7:35,276,1
66,7:40,401,1
80,7:45,417,1
79,7:50,319,1
70,7:55,352,1
63,8:00,341,1
76,8:05,365,1
55,8:10,394,1
70,8:15,185,1
69,8:20,367,1
70,8:25,391,1
73,8:30,477,1
67,8:35,431,1
66,8:40,355,1
77,8:45,274,1
77,8:50,313,1
62,8:55,487,1
70,9:00,531,1
73,9:05,326,1
89,9:10,220,1
85,9:15,431,1
95,9:20,405,1
104,9:25,471,0
101,9:30,391,0
105,9:35,741,0
95,9:40,444,1
96,9:45,303,1
111,9:50,627,0
98,9:55,406,1
119,10:00,540,0
114,10:05,547,0
97,10:10,423,1
114,10:15,301,0
104,10:20,455,0
96,10:25,367,1
129,10:30,368,0
98,10:35,246,1
102,10:40,554,0
100,10:45,602,1
95,10:50,491,1
106,10:55,592,0
86,11:00,272,1
107,11:05,695,0
107,11:10,760,0
96,11:15,358,1
90,11:20,473,1
100,11:25,287,1
72,11:30,504,1
84,11:35,304,1
90,11:40,237,1
86,11:45,417,1
92,11:50,384,1
74,11:55,513,1
34,12:00,204,1
102,12:05,485,0
89,12:10,451,1
114,12:15,617,0
119,12:20,619,0
106,12:25,740,0
85,12:30,414,1
89,12:35,452,1
98,12:40,296,1
105,12:45,458,0
105,12:50,759,0
96,12:55,423,1
78,13:00,372,1
74,13:05,510,1
77,13:10,454,1
75,13:15,525,1
84,13:20,537,1
90,13:25,358,1
94,13:30,398,1
104,13:35,328,0
105,13:40,740,0
98,13:45,368,1
99,13:50,471,1
80,13:55,426,1
75,14:00,448,1
98,14:05,486,1
79,14:10,473,1
105,14:15,260,0
88,14:20,331,1
86,14:25,502,1
89,14:30,496,1
60,14:35,287,1
107,14:40,714,0
100,14:45,231,1
97,14:50,332,1
97,14:55,375,1
101,15:00,417,0
91,15:05,495,1
93,15:10,410,1
92,15:15,369,1
97,15:20,270,1
95,15:25,460,1
96,15:30,430,1
104,15:35,502,0
97,15:40,501,1
97,15:45,473,1
106,15:50,580,0
97,15:55,508,1
80,16:00,519,1
92,16:05,366,1
94,16:10,191,1
116,16:15,487,0
107,16:20,654,0
84,16:25,328,1
78,16:30,335,1
87,16:35,494,1
80,16:40,353,1
90,16:45,345,1
100,16:50,598,1
80,16:55,399,1
97,17:00,423,1
103,17:05,251,0
96,17:10,447,1
105,17:15,650,0
103,17:20,380,0
104,17:25,477,0
95,17:30,267,1
90,17:35,375,1
91,17:40,436,1
72,17:45,422,1
83,17:50,289,1
79,17:55,341,1
80,18:00,375,1
80,18:05,512,1
70,18:10,257,1
83,18:15,537,1
82,18:20,347,1
72,18:25,451,1
74,18:30,480,1
70,18:35,420,1
77,18:40,484,1
72,18:45,267,1
68,18:50,319,1
66,18:55,401,1
84,19:00,395,1
63,19:05,325,1
65,19:10,475,1
79,19:15,410,1
65,19:20,365,1
64,19:25,506,1
64,19:30,478,1
56,19:35,465,1
62,19:40,485,1
58,19:45,439,1
50,19:50,470,1
44,19:55,134,1
46,20:00,129,1
46,20:05,238,1
47,20:10,276,1
44,20:15,239,1
42,20:20,218,1
53,20:25,255,1
38,20:30,260,1
39,20:35,254,1
43,20:40,233,1
29,20:45,273,1
43,20:50,152,1
50,20:55,377,1
43,21:00,218,1
42,21:05,193,1
46,21:10,142,1
51,21:15,417,1
40,21:20,215,1
33,21:25,206,1
35,21:30,207,1
37,21:35,201,1
32,21:40,215,1
35,21:45,147,1
29,21:50,216,1
26,21:55,207,1
26,22:00,224,1
32,22:05,151,1
31,22:10,268,1
21,22:15,226,1
25,22:20,246,1
24,22:25,163,1
16,22:30,246,1
20,22:35,204,1
22,22:40,166,1
20,22:45,145,1
16,22:50,238,1
14,22:55,183,1
18,23:00,186,1
16,23:05,192,1
16,23:10,121,1
14,23:15,163,1
11,23:20,223,1
16,23:25,168,1
12,23:30,161,1
12,23:35,136,1
10,23:40,236,1
14,23:45,183,1
14,23:50,143,1
10,23:55,200,1
7,0:00,265,1
13,0:05,188,1
9,0:10,145,1
6,0:15,167,1
3,0:20,254,1
7,0:25,190,1
6,0:30,227,1
5,0:35,165,1
2,0:40,183,1
7,0:45,121,1
7,0:50,226,1
6,0:55,256,1
6,1:00,196,1
10,1:05,244,1
5,1:10,229,1
7,1:15,109,1
5,1:20,216,1
5,1:25,167,1
9,1:30,161,1
4,1:35,247,1
2,1:40,214,1
1,1:45,193,1
2,1:50,165,1
5,1:55,155,1
3,2:00,113,1
5,2:05,219,1
1,2:10,251,1
5,2:15,179,1
4,2:20,221,1
3,2:25,236,1
3,2:30,210,1
5,2:35,231,1
3,2:40,264,1
1,2:45,238,1
3,2:50,251,1
7,2:55,196,1
2,3:00,226,1
4,3:05,206,1
7,3:10,267,1
6,3:15,276,1
7,3:20,193,1
8,3:25,162,1
2,3:30,180,1
6,3:35,169,1
8,3:40,283,1
8,3:45,262,1
7,3:50,174,1
6,3:55,198,1
7,4:00,168,1
14,4:05,268,1
9,4:10,219,1
17,4:15,246,1
17,4:20,171,1
12,4:25,175,1
26,4:30,218,1
27,4:35,177,1
34,4:40,131,1
39,4:45,194,1
46,4:50,192,1
46,4:55,164,1
52,5:00,298,1
53,5:05,413,1
61,5:10,351,1
67,5:15,297,1
67,5:20,336,1
63,5:25,309,1
84,5:30,477,1
79,5:35,459,1
109,5:40,751,0
100,5:45,440,1
96,5:50,422,1
97,5:55,254,1
117,6:00,492,0
94,6:05,389,1
109,6:10,495,0
130,6:15,627,0
128,6:20,729,0
150,6:25,580,0
160,6:30,873,0
172,6:35,808,0
180,6:40,1098,0
174,6:45,615,0
148,6:50,1126,0
147,6:55,832,0
149,7:00,990,0
153,7:05,632,0
144,7:10,1192,0
107,7:15,326,0
94,7:20,539,1
81,7:25,466,1
83,7:30,314,1
85,7:35,196,1
69,7:40,314,1
71,7:45,302,1
75,7:50,222,1
73,7:55,206,1
70,8:00,452,1
59,8:05,418,1
71,8:10,412,1
65,8:15,284,1
66,8:20,248,1
70,8:25,310,1
69,8:30,301,1
77,8:35,422,1
75,8:40,301,1
67,8:45,337,1
82,8:50,465,1
70,8:55,435,1
88,9:00,377,1
89,9:05,413,1
80,9:10,258,1
106,9:15,320,0
103,9:20,398,0
106,9:25,512,0
120,9:30,424,0
102,9:35,515,0
111,9:40,438,0
106,9:45,423,0
91,9:50,319,1
112,9:55,565,0
112,10:00,638,0
95,10:05,448,1
108,10:10,736,0
92,10:15,317,1
113,10:20,888,0
92,10:25,473,1
103,10:30,611,0
107,10:35,316,0
111,10:40,751,0
94,10:45,362,1
110,10:50,739,0
78,10:55,231,1
101,11:00,402,0
86,11:05,451,1
98,11:10,395,1
93,11:15,339,1
104,11:20,334,0
100,11:25,580,1
124,11:30,769,0
104,11:35,412,0
106,11:40,380,0
105,11:45,630,0
79,11:50,287,1
87,11:55,356,1
87,12:00,410,1
93,12:05,467,1
93,12:10,184,1
95,12:15,309,1
110,12:20,736,0
71,12:25,394,1
87,12:30,397,1
102,12:35,450,0
79,12:40,458,1
87,12:45,408,1
97,12:50,462,1
98,12:55,539,1
85,13:00,232,1
86,13:05,250,1
81,13:10,445,1
72,13:15,431,1
97,13:20,479,1
81,13:25,286,1
90,13:30,418,1
80,13:35,403,1
88,13:40,189,1
92,13:45,371,1
91,13:50,203,1
89,13:55,378,1
101,14:00,505,0
92,14:05,443,1
103,14:10,516,0
123,14:15,615,0
98,14:20,323,1
94,14:25,257,1
82,14:30,503,1
105,14:35,643,0
110,14:40,313,0
94,14:45,297,1
117,14:50,713,0
98,14:55,348,1
115,15:00,728,0
91,15:05,392,1
96,15:10,385,1
97,15:15,237,1
105,15:20,410,0
96,15:25,372,1
93,15:30,192,1
101,15:35,416,0
113,15:40,624,0
99,15:45,378,1
85,15:50,314,1
100,15:55,617,1
102,16:00,372,0
96,16:05,419,1
91,16:10,327,1
91,16:15,260,1
99,16:20,333,1
78,16:25,303,1
91,16:30,374,1
82,16:35,434,1
79,16:40,369,1
98,16:45,349,1
108,16:50,265,0
88,16:55,277,1
76,17:00,310,1
94,17:05,374,1
103,17:10,779,0
106,17:15,460,0
105,17:20,440,0
97,17:25,494,1
84,17:30,267,1
82,17:35,471,1
90,17:40,434,1
91,17:45,426,1
84,17:50,305,1
88,17:55,284,1
73,18:00,458,1
83,18:05,513,1
71,18:10,333,1
88,18:15,379,1
88,18:20,295,1
63,18:25,455,1
72,18:30,452,1
82,18:35,269,1
74,18:40,443,1
77,18:45,175,1
78,18:50,261,1
79,18:55,437,1
54,19:00,478,1
68,19:05,284,1
67,19:10,281,1
74,19:15,252,1
67,19:20,443,1
76,19:25,350,1
61,19:30,487,1
64,19:35,510,1
54,19:40,207,1
67,19:45,543,1
62,19:50,391,1
52,19:55,356,1
60,20:00,415,1
48,20:05,253,1
57,20:10,348,1
62,20:15,521,1
48,20:20,187,1
52,20:25,384,1
50,20:30,256,1
49,20:35,160,1
40,20:40,221,1
51,20:45,248,1
43,20:50,184,1
42,20:55,192,1
44,21:00,144,1
41,21:05,194,1
45,21:10,194,1
57,21:15,200,1
45,21:20,142,1
33,21:25,227,1
30,21:30,150,1
29,21:35,186,1
34,21:40,201,1
33,21:45,198,1
25,21:50,124,1
42,21:55,169,1
27,22:00,186,1
26,22:05,281,1
31,22:10,177,1
38,22:15,229,1
33,22:20,192,1
21,22:25,180,1
23,22:30,245,1
32,22:35,218,1
33,22:40,190,1
19,22:45,167,1
15,22:50,167,1
14,22:55,184,1
15,23:00,247,1
20,23:05,165,1
20,23:10,147,1
12,23:15,173,1
11,23:20,252,1
10,23:25,205,1
26,23:30,176,1
12,23:35,197,1
6,23:40,133,1
22,23:45,198,1
20,23:50,140,1
11,23:55,144,1
7,0:00,157,1
10,0:05,260,1
8,0:10,223,1
9,0:15,198,1
11,0:20,127,1
5,0:25,187,1
9,0:30,132,1
7,0:35,242,1
5,0:40,200,1
10,0:45,184,1
13,0:50,240,1
4,0:55,129,1
8,1:00,237,1
6,1:05,226,1
9,1:10,205,1
4,1:15,260,1
3,1:20,155,1
4,1:25,177,1
3,1:30,266,1
8,1:35,183,1
6,1:40,169,1
4,1:45,192,1
4,1:50,204,1
3,1:55,209,1
3,2:00,222,1
4,2:05,128,1
4,2:10,188,1
2,2:15,157,1
3,2:20,235,1
3,2:25,197,1
5,2:30,192,1
4,2:35,219,1
4,2:40,170,1
2,2:45,187,1
7,2:50,176,1
1,2:55,183,1
3,3:00,224,1
5,3:05,254,1
3,3:10,264,1
3,3:15,241,1
8,3:20,245,1
4,3:25,206,1
6,3:30,169,1
10,3:35,203,1
9,3:40,224,1
8,3:45,219,1
9,3:50,134,1
9,3:55,140,1
10,4:00,231,1
10,4:05,161,1
8,4:10,240,1
7,4:15,173,1
13,4:20,274,1
8,4:25,236,1
22,4:30,128,1
29,4:35,188,1
32,4:40,292,1
42,4:45,204,1
41,4:50,220,1
48,4:55,173,1
37,5:00,194,1
43,5:05,236,1
74,5:10,349,1
58,5:15,285,1
62,5:20,323,1
64,5:25,346,1
60,5:30,427,1
81,5:35,251,1
87,5:40,477,1
113,5:45,331,0
106,5:50,282,0
103,5:55,522,0
97,6:00,389,1
97,6:05,186,1
98,6:10,241,1
134,6:15,282,0
142,6:20,1190,0
146,6:25,783,0
151,6:30,935,0
163,6:35,365,0
175,6:40,961,0
197,6:45,617,0
157,6:50,1191,0
136,6:55,917,0
153,7:00,1265,0
119,7:05,316,0
124,7:10,590,0
111,7:15,631,0
98,7:20,404,1
91,7:25,335,1
83,7:30,365,1
80,7:35,475,1
83,7:40,276,1
69,7:45,383,1
73,7:50,321,1
71,7:55,518,1
62,8:00,325,1
78,8:05,406,1
89,8:10,383,1
68,8:15,248,1
78,8:20,440,1
84,8:25,491,1
75,8:30,483,1
67,8:35,203,1
74,8:40,566,1
67,8:45,433,1
76,8:50,489,1
60,8:55,406,1
81,9:00,326,1
78,9:05,354,1
98,9:10,350,1
107,9:15,733,0
104,9:20,430,0
116,9:25,865,0
120,9:30,688,0
117,9:35,767,0
125,9:40,737,0
98,9:45,236,1
107,9:50,384,0
107,9:55,827,0
115,10:00,415,0
98,10:05,275,1
108,10:10,432,0
121,10:15,627,0
123,10:20,726,0
111,10:25,418,0
108,10:30,340,0
105,10:35,610,0
114,10:40,559,0
114,10:45,501,0
105,10:50,648,0
95,10:55,430,1
101,11:00,839,0
104,11:05,615,0
117,11:10,382,0
105,11:15,394,0
124,11:20,700,0
75,11:25,321,1
102,11:30,867,0
115,11:35,320,0
112,11:40,447,0
105,11:45,358,0
93,11:50,345,1
97,11:55,429,1
89,12:00,269,1
77,12:05,494,1
