5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,Safe,Clearance Time in Seconds,Time
02/02/2016 9:15,106,1,100,0,1255,9:15
02/02/2016 9:20,103,1,100,0,680,9:20
02/02/2016 9:25,106,1,100,0,1641,9:25
02/02/2016 9:30,120,1,100,0,268,9:30
02/02/2016 9:35,102,1,100,0,201,9:35
02/02/2016 9:40,111,1,100,0,1234,9:40
02/02/2016 9:45,106,1,100,0,1507,9:45
02/02/2016 9:50,91,1,100,1,50,9:50
02/02/2016 9:55,112,1,100,0,280,9:55
02/02/2016 10:00,112,1,100,0,860,10:00
02/02/2016 10:05,95,1,100,1,29,10:05
02/02/2016 10:10,108,1,100,0,1147,10:10
02/02/2016 10:15,92,1,100,1,14,10:15
02/02/2016 10:20,113,1,100,0,195,10:20
02/02/2016 10:25,92,1,100,1,13,10:25
02/02/2016 10:30,103,1,100,0,670,10:30
02/02/2016 10:35,107,1,100,0,870,10:35
02/02/2016 10:40,111,1,100,0,785,10:40
02/02/2016 10:45,94,1,100,1,38,10:45
02/02/2016 10:50,110,1,100,0,252,10:50
02/02/2016 10:55,78,1,100,1,28,10:55
02/02/2016 11:00,101,1,100,0,1777,11:00
02/02/2016 11:05,86,1,100,1,24,11:05
02/02/2016 11:10,98,1,100,1,25,11:10
02/02/2016 11:15,93,1,100,1,29,11:15
02/02/2016 11:20,104,1,100,0,643,11:20
02/02/2016 11:25,100,1,100,1,14,11:25
02/02/2016 11:30,124,1,100,0,1283,11:30
02/02/2016 11:35,104,1,100,0,1013,11:35
02/02/2016 11:40,106,1,100,0,255,11:40
02/02/2016 11:45,105,1,100,0,1696,11:45
02/02/2016 11:50,79,1,100,1,9,11:50
02/02/2016 11:55,87,1,100,1,18,11:55
02/02/2016 12:00,87,1,100,1,25,12:00
02/02/2016 12:05,93,1,100,1,50,12:05
02/02/2016 12:10,93,1,100,1,7,12:10
02/02/2016 12:15,95,1,100,1,23,12:15
02/02/2016 12:20,110,1,100,0,662,12:20
02/02/2016 12:25,71,1,100,1,46,12:25
02/02/2016 12:30,87,1,100,1,31,12:30
02/02/2016 12:35,102,1,100,0,1381,12:35
02/02/2016 12:40,79,1,100,1,49,12:40
02/02/2016 12:45,87,1,100,1,8,12:45
02/02/2016 12:50,97,1,100,1,35,12:50
02/02/2016 12:55,98,1,100,1,24,12:55
02/02/2016 13:00,85,1,100,1,17,13:00
02/02/2016 13:05,86,1,100,1,18,13:05
02/02/2016 13:10,81,1,100,1,55,13:10
02/02/2016 13:15,72,1,100,1,22,13:15
02/02/2016 13:20,97,1,100,1,16,13:20
02/02/2016 13:25,81,1,100,1,36,13:25
02/02/2016 13:30,90,1,100,1,51,13:30
02/02/2016 13:35,80,1,100,1,55,13:35
02/02/2016 13:40,88,1,100,1,40,13:40
02/02/2016 13:45,92,1,100,1,5,13:45
02/02/2016 13:50,91,1,100,1,34,13:50
02/02/2016 13:55,89,1,100,1,22,13:55
02/02/2016 14:00,101,1,100,0,467,14:00
02/02/2016 14:05,92,1,100,1,27,14:05
02/02/2016 14:10,103,1,100,0,1133,14:10
02/02/2016 14:15,123,1,100,0,1073,14:15
02/02/2016 14:20,98,1,100,1,3,14:20
02/02/2016 14:25,94,1,100,1,5,14:25
02/02/2016 14:30,82,1,100,1,51,14:30
02/02/2016 14:35,105,1,100,0,1540,14:35
02/02/2016 14:40,110,1,100,0,311,14:40
02/02/2016 14:45,94,1,100,1,33,14:45
02/02/2016 14:50,117,1,100,0,961,14:50
02/02/2016 14:55,98,1,100,1,26,14:55
02/02/2016 15:00,115,1,100,0,805,15:00
02/02/2016 15:05,91,1,100,1,45,15:05
02/02/2016 15:10,96,1,100,1,22,15:10
02/02/2016 15:15,97,1,100,1,5,15:15
02/02/2016 15:20,105,1,100,0,1608,15:20
02/02/2016 15:25,96,1,100,1,13,15:25
02/02/2016 15:30,93,1,100,1,22,15:30
02/02/2016 15:35,101,1,100,0,1502,15:35
02/02/2016 15:40,113,1,100,0,1051,15:40
02/02/2016 15:45,99,1,100,1,21,15:45
02/02/2016 15:50,85,1,100,1,27,15:50
02/02/2016 15:55,100,1,100,1,39,15:55
02/02/2016 16:00,102,1,100,0,517,16:00
02/02/2016 16:05,96,1,100,1,8,16:05
02/02/2016 16:10,91,1,100,1,39,16:10
02/02/2016 16:15,91,1,100,1,31,16:15
02/02/2016 16:20,99,1,100,1,56,16:20
02/02/2016 16:25,78,1,100,1,37,16:25
02/02/2016 16:30,91,1,100,1,35,16:30
02/02/2016 16:35,82,1,100,1,52,16:35
02/02/2016 16:40,79,1,100,1,56,16:40
02/02/2016 16:45,98,1,100,1,27,16:45
02/02/2016 16:50,108,1,100,0,1845,16:50
02/02/2016 16:55,88,1,100,1,15,16:55
02/02/2016 17:00,76,1,100,1,20,17:00
02/02/2016 17:05,94,1,100,1,17,17:05
02/02/2016 17:10,103,1,100,0,1177,17:10
02/02/2016 17:15,106,1,100,0,817,17:15
02/02/2016 17:20,105,1,100,0,1747,17:20
02/02/2016 17:25,97,1,100,1,33,17:25
02/02/2016 17:30,84,1,100,1,15,17:30
02/02/2016 17:35,82,1,100,1,59,17:35
02/02/2016 17:40,90,1,100,1,28,17:40
02/02/2016 17:45,91,1,100,1,55,17:45
02/02/2016 17:50,84,1,100,1,53,17:50
02/02/2016 17:55,88,1,100,1,21,17:55
02/02/2016 18:00,73,1,100,1,12,18:00
02/02/2016 18:05,83,1,100,1,19,18:05
02/02/2016 18:10,71,1,100,1,59,18:10
02/02/2016 18:15,88,1,100,1,34,18:15
02/02/2016 18:20,88,1,100,1,36,18:20
02/02/2016 18:25,63,1,100,1,29,18:25
02/02/2016 18:30,72,1,100,1,15,18:30
02/02/2016 18:35,82,1,100,1,32,18:35
02/02/2016 18:40,74,1,100,1,46,18:40
02/02/2016 18:45,77,1,100,1,12,18:45
02/02/2016 18:50,78,1,100,1,29,18:50
02/02/2016 18:55,79,1,100,1,2,18:55
02/02/2016 19:00,54,1,100,1,50,19:00
02/02/2016 19:05,68,1,100,1,27,19:05
02/02/2016 19:10,67,1,100,1,6,19:10
02/02/2016 19:15,74,1,100,1,23,19:15
02/02/2016 19:20,67,1,100,1,34,19:20
02/02/2016 19:25,76,1,100,1,50,19:25
02/02/2016 19:30,61,1,100,1,58,19:30
02/02/2016 19:35,64,1,100,1,29,19:35
02/02/2016 19:40,54,1,100,1,20,19:40
02/02/2016 19:45,67,1,100,1,49,19:45
02/02/2016 19:50,62,1,100,1,1,19:50
02/02/2016 19:55,52,1,100,1,16,19:55
02/02/2016 20:00,60,1,100,1,36,20:00
02/02/2016 20:05,48,1,100,1,23,20:05
02/02/2016 20:10,57,1,100,1,36,20:10
02/02/2016 20:15,62,1,100,1,19,20:15
02/02/2016 20:20,48,1,100,1,42,20:20
02/02/2016 20:25,52,1,100,1,27,20:25
02/02/2016 20:30,50,1,100,1,51,20:30
02/02/2016 20:35,49,1,100,1,49,20:35
02/02/2016 20:40,40,1,100,1,10,20:40
02/02/2016 20:45,51,1,100,1,13,20:45
02/02/2016 20:50,43,1,100,1,33,20:50
02/02/2016 20:55,42,1,100,1,17,20:55
02/02/2016 21:00,44,1,100,1,55,21:00
02/02/2016 21:05,41,1,100,1,26,21:05
02/02/2016 21:10,45,1,100,1,18,21:10
02/02/2016 21:15,57,1,100,1,31,21:15
02/02/2016 21:20,45,1,100,1,16,21:20
02/02/2016 21:25,33,1,100,1,25,21:25
02/02/2016 21:30,30,1,100,1,39,21:30
02/02/2016 21:35,29,1,100,1,20,21:35
02/02/2016 21:40,34,1,100,1,5,21:40
02/02/2016 21:45,33,1,100,1,12,21:45
02/02/2016 21:50,25,1,100,1,21,21:50
02/02/2016 21:55,42,1,100,1,32,21:55
02/02/2016 22:00,27,1,100,1,2,22:00
02/02/2016 22:05,26,1,100,1,52,22:05
02/02/2016 22:10,31,1,100,1,58,22:10
02/02/2016 22:15,38,1,100,1,8,22:15
02/02/2016 22:20,33,1,100,1,43,22:20
02/02/2016 22:25,21,1,100,1,5,22:25
02/02/2016 22:30,23,1,100,1,55,22:30
02/02/2016 22:35,32,1,100,1,10,22:35
02/02/2016 22:40,33,1,100,1,25,22:40
02/02/2016 22:45,19,1,100,1,20,22:45
02/02/2016 22:50,15,1,100,1,16,22:50
02/02/2016 22:55,14,1,100,1,57,22:55
02/02/2016 23:00,15,1,100,1,49,23:00
02/02/2016 23:05,20,1,100,1,40,23:05
02/02/2016 23:10,20,1,100,1,15,23:10
02/02/2016 23:15,12,1,100,1,49,23:15
02/02/2016 23:20,11,1,100,1,36,23:20
02/02/2016 23:25,10,1,100,1,20,23:25
02/02/2016 23:30,26,1,100,1,24,23:30
02/02/2016 23:35,12,1,100,1,26,23:35
02/02/2016 23:40,6,1,100,1,48,23:40
02/02/2016 23:45,22,1,100,1,25,23:45
02/02/2016 23:50,20,1,100,1,49,23:50
02/02/2016 23:55,11,1,100,1,33,23:55
04/02/2016 0:00,7,1,100,1,25,0:00
04/02/2016 0:05,10,1,100,1,4,0:05
04/02/2016 0:10,8,1,100,1,55,0:10
04/02/2016 0:15,9,1,100,1,50,0:15
04/02/2016 0:20,11,1,100,1,49,0:20
04/02/2016 0:25,5,1,100,1,4,0:25
04/02/2016 0:30,9,1,100,1,24,0:30
04/02/2016 0:35,7,1,100,1,10,0:35
04/02/2016 0:40,5,1,100,1,25,0:40
04/02/2016 0:45,10,1,100,1,3,0:45
04/02/2016 0:50,13,1,100,1,22,0:50
04/02/2016 0:55,4,1,100,1,47,0:55
04/02/2016 1:00,8,1,100,1,52,1:00
04/02/2016 1:05,6,1,100,1,4,1:05
04/02/2016 1:10,9,1,100,1,38,1:10
04/02/2016 1:15,4,1,100,1,0,1:15
04/02/2016 1:20,3,1,100,1,34,1:20
04/02/2016 1:25,4,1,100,1,53,1:25
04/02/2016 1:30,3,1,100,1,19,1:30
04/02/2016 1:35,8,1,100,1,45,1:35
04/02/2016 1:40,6,1,100,1,22,1:40
04/02/2016 1:45,4,1,100,1,27,1:45
04/02/2016 1:50,4,1,100,1,34,1:50
04/02/2016 1:55,3,1,100,1,56,1:55
04/02/2016 2:00,3,1,100,1,53,2:00
04/02/2016 2:05,4,1,100,1,20,2:05
04/02/2016 2:10,4,1,100,1,14,2:10
04/02/2016 2:15,2,1,100,1,20,2:15
04/02/2016 2:20,3,1,100,1,26,2:20
04/02/2016 2:25,3,1,100,1,34,2:25
04/02/2016 2:30,5,1,100,1,39,2:30
04/02/2016 2:35,4,1,100,1,40,2:35
04/02/2016 2:40,4,1,100,1,46,2:40
04/02/2016 2:45,2,1,100,1,22,2:45
04/02/2016 2:50,7,1,100,1,27,2:50
04/02/2016 2:55,1,1,100,1,34,2:55
04/02/2016 3:00,3,1,100,1,21,3:00
04/02/2016 3:05,5,1,100,1,44,3:05
04/02/2016 3:10,3,1,100,1,50,3:10
04/02/2016 3:15,3,1,100,1,45,3:15
04/02/2016 3:20,8,1,100,1,46,3:20
04/02/2016 3:25,4,1,100,1,2,3:25
04/02/2016 3:30,6,1,100,1,32,3:30
04/02/2016 3:35,10,1,100,1,56,3:35
04/02/2016 3:40,9,1,100,1,4,3:40
04/02/2016 3:45,8,1,100,1,27,3:45
04/02/2016 3:50,9,1,100,1,47,3:50
04/02/2016 3:55,9,1,100,1,37,3:55
04/02/2016 4:00,10,1,100,1,53,4:00
04/02/2016 4:05,10,1,100,1,56,4:05
04/02/2016 4:10,8,1,100,1,37,4:10
04/02/2016 4:15,7,1,100,1,3,4:15
04/02/2016 4:20,13,1,100,1,24,4:20
04/02/2016 4:25,8,1,100,1,55,4:25
04/02/2016 4:30,22,1,100,1,8,4:30
04/02/2016 4:35,29,1,100,1,37,4:35
04/02/2016 4:40,32,1,100,1,54,4:40
04/02/2016 4:45,42,1,100,1,3,4:45
04/02/2016 4:50,41,1,100,1,54,4:50
04/02/2016 4:55,48,1,100,1,28,4:55
04/02/2016 5:00,37,1,100,1,52,5:00
04/02/2016 5:05,43,1,100,1,56,5:05
04/02/2016 5:10,74,1,100,1,49,5:10
04/02/2016 5:15,58,1,100,1,13,5:15
04/02/2016 5:20,62,1,100,1,58,5:20
04/02/2016 5:25,64,1,100,1,47,5:25
04/02/2016 5:30,60,1,100,1,5,5:30
04/02/2016 5:35,81,1,100,1,43,5:35
04/02/2016 5:40,87,1,100,1,22,5:40
04/02/2016 5:45,113,1,100,0,1615,5:45
04/02/2016 5:50,106,1,100,0,901,5:50
04/02/2016 5:55,103,1,100,0,1047,5:55
04/02/2016 6:00,97,1,100,1,47,6:00
04/02/2016 6:05,97,1,100,1,19,6:05
04/02/2016 6:10,98,1,100,1,38,6:10
04/02/2016 6:15,134,1,100,0,1465,6:15
04/02/2016 6:20,142,1,100,0,1449,6:20
04/02/2016 6:25,146,1,100,0,1171,6:25
04/02/2016 6:30,151,1,100,0,1578,6:30
04/02/2016 6:35,163,1,100,0,581,6:35
04/02/2016 6:40,175,1,100,0,1481,6:40
04/02/2016 6:45,197,1,100,0,1153,6:45
04/02/2016 6:50,157,1,100,0,368,6:50
04/02/2016 6:55,136,1,100,0,999,6:55
04/02/2016 7:00,153,1,100,0,410,7:00
04/02/2016 7:05,119,1,100,0,1240,7:05
04/02/2016 7:10,124,1,100,0,447,7:10
04/02/2016 7:15,111,1,100,0,1545,7:15
04/02/2016 7:20,98,1,100,1,28,7:20
04/02/2016 7:25,91,1,100,1,19,7:25
04/02/2016 7:30,83,1,100,1,36,7:30
04/02/2016 7:35,80,1,100,1,44,7:35
04/02/2016 7:40,83,1,100,1,31,7:40
04/02/2016 7:45,69,1,100,1,50,7:45
04/02/2016 7:50,73,1,100,1,50,7:50
04/02/2016 7:55,71,1,100,1,57,7:55
04/02/2016 8:00,62,1,100,1,10,8:00
04/02/2016 8:05,78,1,100,1,30,8:05
04/02/2016 8:10,89,1,100,1,14,8:10
04/02/2016 8:15,68,1,100,1,22,8:15
04/02/2016 8:20,78,1,100,1,10,8:20
04/02/2016 8:25,84,1,100,1,44,8:25
04/02/2016 8:30,75,1,100,1,42,8:30
04/02/2016 8:35,67,1,100,1,44,8:35
04/02/2016 8:40,74,1,100,1,20,8:40
04/02/2016 8:45,67,1,100,1,6,8:45
04/02/2016 8:50,76,1,100,1,21,8:50
04/02/2016 8:55,60,1,100,1,38,8:55
04/02/2016 9:00,81,1,100,1,0,9:00
04/02/2016 9:05,78,1,100,1,38,9:05
04/02/2016 9:10,98,1,100,1,14,9:10
04/02/2016 9:15,107,1,100,0,1477,9:15
04/02/2016 9:20,104,1,100,0,1519,9:20
04/02/2016 9:25,116,1,100,0,1295,9:25
04/02/2016 9:30,120,1,100,0,491,9:30
04/02/2016 9:35,117,1,100,0,955,9:35
04/02/2016 9:40,125,1,100,0,435,9:40
04/02/2016 9:45,98,1,100,1,56,9:45
04/02/2016 9:50,107,1,100,0,986,9:50
04/02/2016 9:55,107,1,100,0,315,9:55
04/02/2016 10:00,115,1,100,0,1300,10:00
04/02/2016 10:05,98,1,100,1,11,10:05
04/02/2016 10:10,108,1,100,0,690,10:10
04/02/2016 10:15,121,1,100,0,396,10:15
04/02/2016 10:20,123,1,100,0,693,10:20
04/02/2016 10:25,111,1,100,0,1589,10:25
04/02/2016 10:30,108,1,100,0,1484,10:30
04/02/2016 10:35,105,1,100,0,761,10:35
04/02/2016 10:40,114,1,100,0,1101,10:40
04/02/2016 10:45,114,1,100,0,288,10:45
04/02/2016 10:50,105,1,100,0,518,10:50
04/02/2016 10:55,95,1,100,1,46,10:55
04/02/2016 11:00,101,1,100,0,1440,11:00
04/02/2016 11:05,104,1,100,0,1246,11:05
04/02/2016 11:10,117,1,100,0,1371,11:10
04/02/2016 11:15,105,1,100,0,1808,11:15
04/02/2016 11:20,124,1,100,0,426,11:20
04/02/2016 11:25,75,1,100,1,6,11:25
04/02/2016 11:30,102,1,100,0,718,11:30
04/02/2016 11:35,115,1,100,0,1659,11:35
04/02/2016 11:40,112,1,100,0,987,11:40
04/02/2016 11:45,105,1,100,0,677,11:45
04/02/2016 11:50,93,1,100,1,41,11:50
04/02/2016 11:55,97,1,100,1,54,11:55
04/02/2016 12:00,89,1,100,1,13,12:00
04/02/2016 12:05,77,1,100,1,59,12:05
04/02/2016 12:10,92,1,100,1,13,12:10
04/02/2016 12:15,100,1,100,1,52,12:15
04/02/2016 12:20,97,1,100,1,39,12:20
04/02/2016 12:25,105,1,100,0,1363,12:25
04/02/2016 12:30,99,1,100,1,45,12:30
04/02/2016 12:35,94,1,100,1,6,12:35
04/02/2016 12:40,116,1,100,0,673,12:40
04/02/2016 12:45,96,1,100,1,41,12:45
04/02/2016 12:50,110,1,100,0,1391,12:50
04/02/2016 12:55,93,1,100,1,11,12:55
04/02/2016 13:00,102,1,100,0,1082,13:00
04/02/2016 13:05,99,1,100,1,1,13:05
04/02/2016 13:10,82,1,100,1,20,13:10
04/02/2016 13:15,95,1,100,1,28,13:15
04/02/2016 13:20,101,1,100,0,801,13:20
04/02/2016 13:25,99,1,100,1,5,13:25
04/02/2016 13:30,96,1,100,1,22,13:30
04/02/2016 13:35,84,1,100,1,44,13:35
04/02/2016 13:40,98,1,100,1,45,13:40
04/02/2016 13:45,101,1,100,0,1656,13:45
04/02/2016 13:50,103,1,100,0,498,13:50
04/02/2016 13:55,92,1,100,1,15,13:55
04/02/2016 14:00,103,1,100,0,291,14:00
04/02/2016 14:05,104,1,100,0,1151,14:05
04/02/2016 14:10,105,1,100,0,338,14:10
04/02/2016 14:15,85,1,100,1,53,14:15
04/02/2016 14:20,101,1,100,0,1485,14:20
04/02/2016 14:25,108,1,100,0,1505,14:25
04/02/2016 14:30,99,1,100,1,38,14:30
04/02/2016 14:35,104,1,100,0,971,14:35
04/02/2016 14:40,109,1,100,0,299,14:40
04/02/2016 14:45,114,1,100,0,700,14:45
04/02/2016 14:50,101,1,100,0,201,14:50
04/02/2016 14:55,108,1,100,0,305,14:55
04/02/2016 15:00,101,1,100,0,1770,15:00
04/02/2016 15:05,111,1,100,0,1710,15:05
04/02/2016 15:10,82,1,100,1,52,15:10
04/02/2016 15:15,105,1,100,0,1082,15:15
04/02/2016 15:20,95,1,100,1,43,15:20
04/02/2016 15:25,93,1,100,1,9,15:25
04/02/2016 15:30,88,1,100,1,50,15:30
04/02/2016 15:35,97,1,100,1,10,15:35
04/02/2016 15:40,105,1,100,0,958,15:40
04/02/2016 15:45,116,1,100,0,1155,15:45
04/02/2016 15:50,109,1,100,0,1227,15:50
04/02/2016 15:55,98,1,100,1,50,15:55
04/02/2016 16:00,107,1,100,0,651,16:00
04/02/2016 16:05,103,1,100,0,940,16:05
04/02/2016 16:10,87,1,100,1,20,16:10
04/02/2016 16:15,115,1,100,0,677,16:15
04/02/2016 16:20,100,1,100,1,5,16:20
04/02/2016 16:25,90,1,100,1,36,16:25
04/02/2016 16:30,89,1,100,1,39,16:30
04/02/2016 16:35,105,1,100,0,277,16:35
04/02/2016 16:40,96,1,100,1,29,16:40
04/02/2016 16:45,105,1,100,0,769,16:45
04/02/2016 16:50,80,1,100,1,6,16:50
04/02/2016 16:55,98,1,100,1,1,16:55
04/02/2016 17:00,93,1,100,1,29,17:00
04/02/2016 17:05,75,1,100,1,28,17:05
04/02/2016 17:10,85,1,100,1,5,17:10
04/02/2016 17:15,100,1,100,1,36,17:15
04/02/2016 17:20,85,1,100,1,44,17:20
04/02/2016 17:25,99,1,100,1,9,17:25
04/02/2016 17:30,99,1,100,1,48,17:30
04/02/2016 17:35,94,1,100,1,29,17:35
04/02/2016 17:40,82,1,100,1,3,17:40
04/02/2016 17:45,91,1,100,1,57,17:45
04/02/2016 17:50,91,1,100,1,17,17:50
04/02/2016 17:55,81,1,100,1,40,17:55
04/02/2016 18:00,84,1,100,1,51,18:00
04/02/2016 18:05,75,1,100,1,17,18:05
04/02/2016 18:10,88,1,100,1,11,18:10
04/02/2016 18:15,94,1,100,1,20,18:15
04/02/2016 18:20,82,1,100,1,34,18:20
04/02/2016 18:25,89,1,100,1,25,18:25
04/02/2016 18:30,87,1,100,1,27,18:30
04/02/2016 18:35,72,1,100,1,0,18:35
04/02/2016 18:40,74,1,100,1,20,18:40
04/02/2016 18:45,64,1,100,1,58,18:45
04/02/2016 18:50,80,1,100,1,35,18:50
04/02/2016 18:55,83,1,100,1,55,18:55
04/02/2016 19:00,75,1,100,1,5,19:00
04/02/2016 19:05,84,1,100,1,27,19:05
04/02/2016 19:10,77,1,100,1,51,19:10
04/02/2016 19:15,76,1,100,1,38,19:15
04/02/2016 19:20,81,1,100,1,21,19:20
04/02/2016 19:25,87,1,100,1,1,19:25
04/02/2016 19:30,85,1,100,1,41,19:30
04/02/2016 19:35,72,1,100,1,1,19:35
04/02/2016 19:40,76,1,100,1,59,19:40
04/02/2016 19:45,60,1,100,1,55,19:45
04/02/2016 19:50,82,1,100,1,25,19:50
04/02/2016 19:55,77,1,100,1,28,19:55
04/02/2016 20:00,64,1,100,1,31,20:00
04/02/2016 20:05,56,1,100,1,3,20:05
04/02/2016 20:10,65,1,100,1,5,20:10
04/02/2016 20:15,54,1,100,1,39,20:15
04/02/2016 20:20,63,1,100,1,27,20:20
04/02/2016 20:25,52,1,100,1,28,20:25
04/02/2016 20:30,58,1,100,1,27,20:30
04/02/2016 20:35,56,1,100,1,11,20:35
04/02/2016 20:40,54,1,100,1,39,20:40
04/02/2016 20:45,51,1,100,1,51,20:45
04/02/2016 20:50,45,1,100,1,15,20:50
04/02/2016 20:55,41,1,100,1,33,20:55
04/02/2016 21:00,43,1,100,1,13,21:00
04/02/2016 21:05,54,1,100,1,19,21:05
04/02/2016 21:10,57,1,100,1,50,21:10
04/02/2016 21:15,53,1,100,1,20,21:15
04/02/2016 21:20,45,1,100,1,47,21:20
04/02/2016 21:25,45,1,100,1,16,21:25
04/02/2016 21:30,45,1,100,1,8,21:30
04/02/2016 21:35,36,1,100,1,38,21:35
04/02/2016 21:40,39,1,100,1,2,21:40
04/02/2016 21:45,49,1,100,1,39,21:45
04/02/2016 21:50,39,1,100,1,42,21:50
04/02/2016 21:55,38,1,100,1,17,21:55
04/02/2016 22:00,36,1,100,1,1,22:00
04/02/2016 22:05,26,1,100,1,31,22:05
04/02/2016 22:10,29,1,100,1,41,22:10
04/02/2016 22:15,41,1,100,1,48,22:15
04/02/2016 22:20,39,1,100,1,26,22:20
04/02/2016 22:25,28,1,100,1,3,22:25
04/02/2016 22:30,29,1,100,1,20,22:30
04/02/2016 22:35,22,1,100,1,25,22:35
04/02/2016 22:40,25,1,100,1,44,22:40
04/02/2016 22:45,28,1,100,1,45,22:45
04/02/2016 22:50,19,1,100,1,57,22:50
04/02/2016 22:55,17,1,100,1,50,22:55
04/02/2016 23:00,14,1,100,1,36,23:00
04/02/2016 23:05,22,1,100,1,25,23:05
04/02/2016 23:10,21,1,100,1,10,23:10
04/02/2016 23:15,22,1,100,1,0,23:15
04/02/2016 23:20,18,1,100,1,20,23:20
04/02/2016 23:25,21,1,100,1,25,23:25
04/02/2016 23:30,8,1,100,1,49,23:30
04/02/2016 23:35,17,1,100,1,1,23:35
04/02/2016 23:40,16,1,100,1,44,23:40
04/02/2016 23:45,17,1,100,1,23,23:45
04/02/2016 23:50,10,1,100,1,24,23:50
04/02/2016 23:55,16,1,100,1,22,23:55
05/02/2016 0:00,11,1,100,1,24,0:00
05/02/2016 0:05,14,1,100,1,10,0:05
05/02/2016 0:10,13,1,100,1,18,0:10
05/02/2016 0:15,5,1,100,1,36,0:15
05/02/2016 0:20,11,1,100,1,3,0:20
05/02/2016 0:25,11,1,100,1,24,0:25
05/02/2016 0:30,11,1,100,1,36,0:30
05/02/2016 0:35,11,1,100,1,19,0:35
05/02/2016 0:40,7,1,100,1,59,0:40
05/02/2016 0:45,7,1,100,1,6,0:45
05/02/2016 0:50,9,1,100,1,0,0:50
05/02/2016 0:55,4,1,100,1,0,0:55
05/02/2016 1:00,6,1,100,1,55,1:00
05/02/2016 1:05,3,1,100,1,22,1:05
05/02/2016 1:10,6,1,100,1,0,1:10
05/02/2016 1:15,11,1,100,1,8,1:15
05/02/2016 1:20,3,1,100,1,51,1:20
05/02/2016 1:25,4,1,100,1,49,1:25
05/02/2016 1:30,5,1,100,1,25,1:30
05/02/2016 1:35,4,1,100,1,31,1:35
05/02/2016 1:40,1,1,100,1,6,1:40
05/02/2016 1:45,4,1,100,1,48,1:45
05/02/2016 1:50,2,1,100,1,19,1:50
05/02/2016 1:55,2,1,100,1,31,1:55
05/02/2016 2:00,7,1,100,1,52,2:00
05/02/2016 2:05,5,1,100,1,25,2:05
05/02/2016 2:10,5,1,100,1,25,2:10
05/02/2016 2:15,8,1,100,1,24,2:15
05/02/2016 2:20,6,1,100,1,9,2:20
05/02/2016 2:25,3,1,100,1,39,2:25
05/02/2016 2:30,2,1,100,1,0,2:30
05/02/2016 2:35,6,1,100,1,2,2:35
05/02/2016 2:40,7,1,100,1,32,2:40
05/02/2016 2:45,3,1,100,1,58,2:45
05/02/2016 2:50,2,1,100,1,10,2:50
05/02/2016 2:55,3,1,100,1,21,2:55
05/02/2016 3:00,1,1,100,1,13,3:00
05/02/2016 3:05,4,1,100,1,28,3:05
05/02/2016 3:10,6,1,100,1,8,3:10
05/02/2016 3:15,4,1,100,1,14,3:15
05/02/2016 3:20,7,1,100,1,23,3:20
05/02/2016 3:25,7,1,100,1,45,3:25
05/02/2016 3:30,7,1,100,1,55,3:30
05/02/2016 3:35,5,1,100,1,33,3:35
05/02/2016 3:40,6,1,100,1,21,3:40
05/02/2016 3:45,11,1,100,1,8,3:45
05/02/2016 3:50,10,1,100,1,10,3:50
05/02/2016 3:55,6,1,100,1,14,3:55
05/02/2016 4:00,6,1,100,1,37,4:00
05/02/2016 4:05,5,1,100,1,21,4:05
05/02/2016 4:10,12,1,100,1,52,4:10
05/02/2016 4:15,7,1,100,1,58,4:15
05/02/2016 4:20,5,1,100,1,49,4:20
05/02/2016 4:25,17,1,100,1,43,4:25
05/02/2016 4:30,15,1,100,1,49,4:30
05/02/2016 4:35,25,1,100,1,28,4:35
05/02/2016 4:40,38,1,100,1,51,4:40
05/02/2016 4:45,27,1,100,1,21,4:45
05/02/2016 4:50,35,1,100,1,43,4:50
05/02/2016 4:55,28,1,100,1,2,4:55
05/02/2016 5:00,32,1,100,1,57,5:00
05/02/2016 5:05,47,1,100,1,46,5:05
05/02/2016 5:10,53,1,100,1,39,5:10
05/02/2016 5:15,50,1,100,1,34,5:15
05/02/2016 5:20,59,1,100,1,59,5:20
05/02/2016 5:25,59,1,100,1,30,5:25
05/02/2016 5:30,66,1,100,1,14,5:30
05/02/2016 5:35,68,1,100,1,17,5:35
05/02/2016 5:40,81,1,100,1,3,5:40
05/02/2016 5:45,72,1,100,1,36,5:45
05/02/2016 5:50,87,1,100,1,27,5:50
05/02/2016 5:55,77,1,100,1,46,5:55
05/02/2016 6:00,83,1,100,1,9,6:00
05/02/2016 6:05,81,1,100,1,32,6:05
05/02/2016 6:10,114,1,100,0,1233,6:10
05/02/2016 6:15,118,1,100,0,1859,6:15
05/02/2016 6:20,160,1,100,0,797,6:20
05/02/2016 6:25,119,1,100,0,1210,6:25
05/02/2016 6:30,127,1,100,0,668,6:30
05/02/2016 6:35,152,1,100,0,774,6:35
05/02/2016 6:40,170,1,100,0,794,6:40
05/02/2016 6:45,162,1,100,0,586,6:45
05/02/2016 6:50,136,1,100,0,1805,6:50
05/02/2016 6:55,133,1,100,0,846,6:55
05/02/2016 7:00,144,1,100,0,720,7:00
05/02/2016 7:05,130,1,100,0,339,7:05
05/02/2016 7:10,129,1,100,0,744,7:10
05/02/2016 7:15,138,1,100,0,1421,7:15
05/02/2016 7:20,128,1,100,0,707,7:20
05/02/2016 7:25,107,1,100,0,1097,7:25
